Tamano Poblacion,generaciones,runs,Prob cruze,Prob mutacion,tiempo/run,criterio exito,AES,SR,MBF
20,2,1,0.64,0.1,0.013999700546264648,0.1,0.0,0.0,2.472430877423661
20,2,1,0.64,0.1,0.014002799987792969,0.1,0.0,0.0,2.4724308774611115,
